SET   SYSTEM                                       UNIT              PBE          PBE-D3             MS2            SCAN          r2SCAN      SCAN-rVV10            MCML      MCML-rVV10      VCML-rVV10             REF
bulk  Al                                           [GPa]         76.8558         82.4078         80.9467         78.9668         93.6406         79.3631         81.7993         82.3931         81.3654         81.0000
bulk  Au                                           [GPa]        139.7118        151.3901        178.5718        167.0644        154.5065        173.7920        167.6149        173.0439        171.4202        182.9000
bulk  BAs                                          [GPa]        131.8201        134.6571        147.5838        145.7697        142.1137        147.2267        146.9341        148.1653        145.4977        151.0000
bulk  BN                                           [GPa]        372.4282        378.5645        397.0992        394.0966        390.0733        395.9314        395.6654        397.2491        390.5605        388.5000
bulk  BP                                           [GPa]        161.8715        166.1000        176.4991        173.2714        170.1066        174.6094        174.7279        175.8530        172.7830        176.5000
bulk  Ba                                           [GPa]          8.8268          8.3759          8.4698          8.4595          8.4530          8.6898          8.0091          8.2551          8.6299          9.3000
bulk  C                                            [GPa]        433.5741        436.5322        465.6143        458.1254        449.9240        460.1763        462.3450        464.0615        456.8739        453.3000
bulk  Ca                                           [GPa]         17.1922         15.9504         17.9357         17.3964         17.5103         17.6824         17.7490         18.2909         18.8472         18.7000
bulk  CdS                                          [GPa]         53.3483         59.7911         59.8401         61.3974         60.4715         63.0770         60.1433         61.4816         58.8600         65.0000
bulk  CdSe                                         [GPa]         44.7716         49.9960         50.8439         52.2234         51.6073         53.7944         51.3170         52.6147         50.3590         55.5000
bulk  CdTe                                         [GPa]         35.1192         39.4779         40.2210         40.5374         40.3211         41.9628         40.2001         41.0816         39.8757         46.2000
bulk  Cu                                           [GPa]        137.9667        161.5614        169.9594        163.2046        159.8462        167.4233        186.6614        190.0003        185.8109        144.9000
bulk  Fe                                           [GPa]        188.7513        207.6275        228.2157        159.6502        176.3911        163.2448        230.8840        243.1376        190.2666        177.9000
bulk  GaAs                                         [GPa]         61.9976         66.1029         73.6677         74.7306         73.8106         76.1656         72.8010         73.9505         72.3157         78.1000
bulk  GaN                                          [GPa]        182.2056        189.8714        201.5590        212.1254        211.3338        214.1241        201.9762        203.5946        197.3621        204.0000
bulk  GaP                                          [GPa]         78.5695         82.0807         90.3734         91.6073         90.4613         93.0059         89.5501         90.6979         88.7684         89.8000
bulk  GaSb                                         [GPa]         45.3572         49.4199         54.2956         54.1046         53.7361         55.4506         53.7008         54.7866         53.1220         56.8000
bulk  Ge                                           [GPa]         59.0209         58.8804         72.5225         71.7468         73.1167         73.0330         72.1103         73.1599         70.6723         77.9000
bulk  HfC                                          [GPa]        253.0801        263.6129        271.4001        271.7013        266.5876        273.6685        270.8635        272.4578        268.7925        277.9000
bulk  HfN                                          [GPa]        285.4666        299.5346        310.6400        313.2283        306.2588        315.9558        308.5611        310.7639        304.9413        312.3000
bulk  InAs                                         [GPa]         49.4984         52.8826         58.5737         58.8394         58.9328         60.2324         58.1753         59.2989         57.5791         58.4000
bulk  InP                                          [GPa]         60.8156         63.4208         70.4346         70.6195         70.2202         72.0269         69.9920         71.1478         69.5588         73.5000
bulk  InSb                                         [GPa]         37.0820         41.1914         44.4556         43.6481         44.0144         44.8937         43.8099         44.8640         43.5422         47.2000
bulk  Ir                                           [GPa]        349.8486        379.1716        400.8949        406.6025        378.8386        413.1741        384.4246        389.1100        392.6948        385.7000
bulk  K                                            [GPa]          3.5909          4.3510          3.4969          3.3781          3.4346          3.5134          4.0030          4.0557          3.3429          3.7300
bulk  LiCl                                         [GPa]         31.9107         34.4692         36.5246         36.0734         35.0959         37.4282         35.0512         36.1307         35.2183         37.3000
bulk  LiF                                          [GPa]         67.4499         73.6116         78.1325         80.4867         78.7198         82.5055         75.9515         81.3602         77.0807         75.4000
bulk  Li                                           [GPa]         13.9454         13.6808         14.0869         13.2039         13.1166         13.2640         18.9362         16.2610         14.2772         13.4000
bulk  MgO                                          [GPa]        151.7324        160.6812        167.4306        172.1923        170.8245        174.0714        169.3443        170.7816        163.9425        173.0000
bulk  MgS                                          [GPa]         74.6879         79.3644         82.2781         81.7295         80.9128         82.8849         83.3460         84.7208         81.3561         81.0000
bulk  Mo                                           [GPa]        269.0342        286.6848        288.2338        286.7606        283.6527        289.9634        279.9240        282.5617        284.9791        267.9000
bulk  NaCl                                         [GPa]         24.3964         24.7027         28.7507         30.3792         29.2140         31.7937         31.4088         32.4634         31.0180         29.2000
bulk  NaF                                          [GPa]         47.2932         49.3553         56.1470         63.0005         60.1329         64.9441         62.7684         64.2385         59.5934         54.1000
bulk  Na                                           [GPa]          7.8894          8.2382          8.0661          8.0290          7.9463          8.1363         10.4336         11.2111          8.8839          7.7000
bulk  NbC                                          [GPa]        298.5784        311.6745        313.0386        313.6050        309.0301        316.2711        320.0632        322.3882        315.7041        312.3000
bulk  NbN                                          [GPa]        304.3270        322.1937        322.6632        324.5044        318.5065        328.3800        318.9225        322.0078        322.8275        300.5000
bulk  Nb                                           [GPa]        172.5490        185.9862        183.4030        180.6168        176.4215        182.7735        190.4551        192.2488        187.3786        176.2000
bulk  Ni                                           [GPa]        194.6414        212.4672        223.7108        217.7008        217.3204        221.7853        194.4510        228.6416        191.7489        190.7000
bulk  Pd                                           [GPa]        169.6387        195.4494        203.5574        196.2432        186.8081        202.8536        192.3726        197.2251        197.3316        197.4000
bulk  Pt                                           [GPa]        250.0008        282.6319        299.1863        294.8218        273.2413        301.2715        291.4200        296.5998        290.5036        279.2000
bulk  Rb                                           [GPa]          2.7929          3.3495          2.6704          2.8500          2.6264          2.8383          2.9590          3.1651          3.1836          3.1100
bulk  Rh                                           [GPa]        258.2866        283.7720        296.2459        294.8114        281.4966        301.1228        289.8491        294.9091        289.6804        271.6000
bulk  SiC                                          [GPa]        212.3903        217.5559        229.5507        226.1326        227.0462        227.4775        225.7703        226.8795        226.6350        228.9000
bulk  Si                                           [GPa]         88.7056         87.6261        101.7799         99.6778         97.2172        100.7246         97.9330         98.8156         98.0916        100.3000
bulk  Sn                                           [GPa]         36.1460         38.0929         44.1695         41.7149         43.4871         43.1117         42.9893         44.0383         43.0668         53.5000
bulk  Sr                                           [GPa]         11.5736         10.6306         12.1176         11.4143         11.5443         11.5695         11.3355         12.3662         12.3376         12.5000
bulk  Ta                                           [GPa]        201.0569        216.7990        216.7402        216.0744        209.5333        218.1422        216.4526        218.0563        213.3889        195.0000
bulk  TiC                                          [GPa]        265.0113        279.0940        281.8202        280.0477        277.3845        282.6229        280.6326        282.6424        278.9647        249.5000
bulk  TiN                                          [GPa]        293.6589        314.4384        317.5446        314.4455        312.3851        317.5714        316.0500        316.9842        311.0310        295.5000
bulk  VC                                           [GPa]        317.0666        330.9862        339.5998        336.8280        330.7905        340.2793        336.2693        336.6643        337.0027        307.7000
bulk  VN                                           [GPa]        327.6195        349.2874        354.1503        351.7018        347.1738        355.5756        344.0047        347.3329        348.7011        281.3000
bulk  V                                            [GPa]        187.6178        206.1785        204.1625        202.1218        199.6615        204.7109        202.5270        204.6143        201.1008        158.8000
bulk  W                                            [GPa]        312.1916        332.6757        338.6364        340.4171        328.7774        343.0693        330.3216        332.5507        333.8500        315.8000
bulk  ZnS                                          [GPa]         69.3662         78.6896         80.5201         82.3890         79.1010         84.2805         80.8838         82.4599         83.3163         78.1000
bulk  ZnSe                                         [GPa]         56.6496         64.2554         67.3395         67.5850         65.6187         69.1859         65.6787         66.1845         69.8603         65.9000
bulk  ZnTe                                         [GPa]         43.2723         48.5910         52.3028         50.9428         49.9166         52.4260         57.9987         60.4022         54.7988         53.1000
bulk  ZrC                                          [GPa]        221.6729        232.1808        232.2269        231.6557        229.7815        233.7373        231.2507        232.9663        230.3543        229.9000
bulk  ZrN                                          [GPa]        248.8704        262.2238        263.9080        263.9250        262.4795        266.9127        264.3298        266.7193        259.3454        220.3000
ADS41 C6H6+Ag111->C6H6@Ag111                       [eV]          -0.0436         -0.7559         -0.2436         -0.3493         -0.2935         -0.6963         -0.4000         -0.6900         -0.6380         -0.6322
ADS41 C6H6+Au111->C6H6@Au111                       [eV]          -0.0495         -0.8511         -0.2653         -0.3807         -0.3152         -0.7473         -0.4438         -0.7579         -0.7096         -0.7255
ADS41 C6H6+Cu111->C6H6@Cu111                       [eV]          -0.0415         -1.0187         -0.1822         -0.3525         -0.3006         -0.7250         -0.3978         -0.7210         -0.6871         -0.6840
ADS41 C6H6+Pt111->C6H6@Pt111                       [eV]          -0.9236         -2.0025         -1.5966         -1.8480         -1.4873         -2.3373         -1.7217         -2.1404         -2.0307         -1.6790
ADS41 C2H4+Pt111->[CCH3+H]@Pt111                   [eV]          -0.8133         -1.0098         -0.8036         -1.0735         -0.9770         -1.1636         -0.8845         -0.9631         -0.9382         -0.6799
ADS41 C2H6+Pt111->C2H6@Pt111                       [eV]          -0.0346         -0.4739         -0.0861         -0.1629         -0.1520         -0.3373         -0.1541         -0.2959         -0.2536         -0.2798
ADS41 C3H8+Pt111->C3H8@Pt111                       [eV]          -0.0556         -0.6856         -0.1323         -0.2438         -0.2013         -0.4744         -0.2145         -0.4267         -0.3661         -0.4042
ADS41 C4H10+Pt111->C4H10@Pt111                     [eV]          -0.0844         -0.8977         -0.1778         -0.3207         -0.2908         -0.6385         -0.2972         -0.5614         -0.5100         -0.4975
ADS41 CH2I2+Pt111->[CH+H+I+I]@Pt111                [eV]          -0.9416         -1.2187         -1.0180         -1.1799         -1.0996         -1.2913         -1.0567         -1.1533         -1.1172         -1.1789
ADS41 CH3I+Pt111->CH3I@Pt111                       [eV]          -0.2389         -0.8125         -0.3613         -0.3806         -0.3411         -0.6163         -0.4403         -0.6426         -0.6041         -0.8706
ADS41 CH3I+Pt111->[CH3+I]@Pt111                    [eV]          -0.8119         -1.2068         -0.9749         -1.1218         -1.0015         -1.2686         -1.0203         -1.1463         -1.1016         -1.0831
ADS41 CH4+Pt111->CH4@Pt111                         [eV]          -0.0175         -0.2644         -0.0385         -0.0728         -0.0690         -0.1704         -0.0851         -0.1669         -0.1614         -0.1451
ADS41 CO+Co001->CO@Co001                           [eV]          -1.6510         -1.8453         -1.8741         -1.7000         -1.6433         -1.8104         -1.6211         -1.7062         -1.6196         -1.2333
ADS41 CO+Cu111->CO@Cu111                           [eV]          -0.7474         -0.9589         -0.7420         -0.8853         -0.8658         -0.9954         -0.6715         -0.7606         -0.7285         -0.5908
ADS41 CO+Ir111->CO@Ir111                           [eV]          -1.9559         -2.1652         -1.8470         -2.0457         -2.0985         -2.1562         -1.7834         -1.8798         -1.8755         -1.6997
ADS41 CO+Ni111->CO@Ni111                           [eV]          -1.8578         -2.0493         -1.6030         -1.9226         -1.8908         -2.0444         -1.6539         -1.7908         -1.7572         -1.2852
ADS41 CO+Pd100->CO@Pd100                           [eV]          -1.8968         -2.1295         -1.8336         -2.1327         -2.0346         -2.2469         -1.7852         -1.8839         -1.8633         -1.6272
ADS41 CO+Pd111->CO@Pd111                           [eV]          -1.9986         -2.1762         -1.9269         -2.2392         -2.1527         -2.3521         -1.8939         -1.9901         -1.9670         -1.4925
ADS41 CO+Pt111->CO@Pt111                           [eV]          -1.6408         -1.8789         -1.5429         -1.8983         -1.7694         -1.9996         -1.4955         -1.5863         -1.5748         -1.2852
ADS41 CO+Rh111->CO@Rh111                           [eV]          -1.8778         -2.0852         -1.8421         -2.0577         -1.9972         -2.1687         -1.7691         -1.8660         -1.8528         -1.4717
ADS41 CO+Ru001->CO@Ru001                           [eV]          -1.9020         -2.1137         -1.8459         -1.9711         -1.9903         -2.0800         -1.7661         -1.8616         -1.8502         -1.6686
ADS41 C6H10+Pt111->C6H10@Pt111                     [eV]          -0.6098         -1.7867         -0.9670         -1.3348         -1.0810         -1.7904         -1.0885         -1.4810         -1.3962         -1.2748
ADS41 H2O+O@Pt111->H2O-OD@Pt111                    [eV]          -0.3458         -0.5841         -0.5121         -0.5999         -0.5020         -0.6931         -0.5523         -0.6294         -0.5683         -0.3420
ADS41 H2O+Pt111->H2O@Pt111                         [eV]          -0.2034         -0.4416         -0.3296         -0.3985         -0.3449         -0.5467         -0.3962         -0.4830         -0.4465         -0.5700
ADS41 H2+Ni100->[H+H]@Ni100                        [eV]          -0.5184         -0.6206         -0.5738         -0.6396         -0.5653         -0.5496         -0.6127         -0.6821         -0.5175         -0.4508
ADS41 H2+Ni111->[H+H]@Ni111                        [eV]          -0.5522         -0.6537         -0.7389         -0.6537         -0.5904         -0.6737         -0.7909         -0.8227         -0.6887         -0.5182
ADS41 H2+Pd111->[H+H]@Pd111                        [eV]          -0.6043         -0.6442         -0.6306         -0.7249         -0.6767         -0.7428         -0.6211         -0.6364         -0.5709         -0.4664
ADS41 H2+Pt111->[H+H]@Pt111                        [eV]          -0.4749         -0.5187         -0.4356         -0.5361         -0.5279         -0.5544         -0.4379         -0.4543         -0.3973         -0.3731
ADS41 H2+Rh111->[H+H]@Rh111                        [eV]          -0.5341         -0.5924         -0.5759         -0.6062         -0.5787         -0.6299         -0.5572         -0.5774         -0.5157         -0.3731
ADS41 I2+Pt111->[I+I]@Pt111                        [eV]          -1.3912         -1.8679         -1.6037         -1.6932         -1.6149         -1.8738         -1.6324         -1.7879         -1.7301         -1.6220
ADS41 CH3OH+Pt111->CH3OH@Pt111                     [eV]          -0.2023         -0.6355         -0.3529         -0.4615         -0.3993         -0.6557         -0.4386         -0.5906         -0.5479         -0.5700
ADS41 C10H8+Pt111->C10H8@Pt111                     [eV]          -1.5953         -3.2921         -2.7224         -3.1651         -2.5117         -3.9366         -2.9111         -3.5712         -3.4222         -2.7631
ADS41 NH3+Cu100->NH3@Cu100                         [eV]          -0.4368         -0.7779         -0.5310         -0.6091         -0.5728         -0.7227         -0.5712         -0.6620         -0.6356         -0.6219
ADS41 NO+Ni100->[N+O]@Ni100                        [eV]          -2.2877         -2.3706         -2.1998         -2.5943         -2.5744         -2.6622         -2.2120         -2.3088         -2.2699         -1.5495
ADS41 NO+Pd100->NO@Pd100                           [eV]          -2.1166         -2.3665         -2.0141         -2.2629         -2.2536         -2.3972         -1.9854         -2.0980         -2.0746         -1.6894
ADS41 NO+Pd111->NO@Pd111                           [eV]          -2.2906         -2.4599         -2.1672         -2.4346         -2.4115         -2.5452         -2.1425         -2.2368         -2.2169         -1.8863
ADS41 NO+Pt111->NO@Pt111                           [eV]          -1.8615         -2.0461         -1.6120         -1.9151         -1.9336         -2.0314         -1.6002         -1.7004         -1.6918         -1.2333
ADS41 O2+Ni100->[O+O]@Ni100                        [eV]          -2.6277         -2.6834         -2.9658         -3.1998         -3.0465         -3.2595         -2.9568         -3.0570         -2.9740         -2.7465
ADS41 O2+Ni111->[O+O]@Ni111                        [eV]          -2.3575         -2.3902         -2.6338         -2.7540         -2.6309         -2.8056         -2.6650         -2.7932         -2.7068         -2.5133
ADS41 O2+Pt111->[O+O]@Pt111                        [eV]          -1.2086         -1.2162         -1.3390         -1.4966         -1.3720         -1.5430         -1.3321         -1.3759         -1.3271         -1.0779
ADS41 O2+Rh100->[O+O]@Rh100                        [eV]          -2.1860         -2.3042         -2.6271         -2.5250         -2.4528         -2.6005         -2.5523         -2.6150         -2.5549         -1.8397
W4-11 acetaldehyde                                 [eV]          29.9929         30.0215         29.0976         29.2800         29.2509         29.3121         28.7378         28.7608         28.7446         29.3950
W4-11 acetic                                       [eV]          35.7152         35.7604         34.1721         34.7288         34.7126         34.7779         33.9769         34.0122         34.0225         34.8655
W4-11 alcl                                         [eV]           5.2127          5.2131          4.9533          5.1456          5.1492          5.1560          4.8691          4.8765          4.8999          5.3172
W4-11 alcl3                                        [eV]          13.2046         13.2421         12.7501         13.3670         13.3913         13.4092         12.4310         12.4631         12.5270         13.5578
W4-11 alf                                          [eV]           7.0569          7.0569          6.4997          6.8825          6.9215          6.8899          6.4707          6.4751          6.5138          7.1022
W4-11 alf3                                         [eV]          18.4248         18.4379         16.9525         18.2425         18.3879         18.2678         16.7109         16.7280         16.8651         18.6885
W4-11 alh                                          [eV]           2.9934          2.9934          3.0934          3.0258          3.0210          3.0274          3.0133          3.0141          2.9950          3.1903
W4-11 alh3                                         [eV]           8.8030          8.8094          9.2023          9.1839          9.1699          9.1899          8.9172          8.9213          8.8767          9.2439
W4-11 allene                                       [eV]          31.3488         31.3686         30.4955         30.5981         30.5699         30.6274         29.9487         29.9700         29.9323         30.5327
W4-11 b2                                           [eV]           3.3239          3.3239          3.2024          3.0225          3.0686          3.0281          2.8877          2.8913          2.8932          2.9253
W4-11 b2h6                                         [eV]          26.3546         26.3811         26.7351         26.7515         26.6007         26.7747         26.2628         26.2793         26.0979         26.3230
W4-11 be2                                          [eV]           0.4204          0.4241          0.3634          0.3724          0.3668          0.3761          0.2915          0.3040          0.2761          0.1157
W4-11 becl2                                        [eV]           9.9390          9.9514          9.5214          9.9978          9.9978         10.0134          9.3079          9.3246          9.3464          9.7688
W4-11 bef2                                         [eV]          13.7137         13.7182         12.5384         13.5003         13.5835         13.5095         12.4035         12.4139         12.4794         13.4038
W4-11 bf                                           [eV]           8.0205          8.0205          7.3578          7.7363          7.7625          7.7425          7.4035          7.4071          7.4517          7.9147
W4-11 bf3                                          [eV]          20.6282         20.6366         18.8858         20.1657         20.2520         20.1927         18.7998         18.8178         18.9542         20.4233
W4-11 bh                                           [eV]           3.5109          3.5109          3.5917          3.4484          3.4354          3.4498          3.4699          3.4707          3.4702          3.6857
W4-11 bh3                                          [eV]          12.0640         12.0670         12.3248         12.2766         12.2439         12.2816         12.0576         12.0610         12.0042         12.1978
W4-11 bhf2                                         [eV]          17.9784         17.9904         16.9045         17.7136         17.7491         17.7320         16.7520         16.7641         16.8345         17.8215
W4-11 bn                                           [eV]           4.8425          4.8425          4.0730          3.9291          3.9390          3.9354          4.0825          4.0867          4.0964          4.5636
W4-11 bn3pi                                        [eV]           5.3053          5.3053          5.1357          4.9333          4.9041          4.9393          5.2166          5.2206          5.1158          4.5886
W4-11 c-hcoh                                       [eV]          14.1410         14.1439         13.4289         13.5592         13.5620         13.5733         13.3368         13.3465         13.3814         13.7745
W4-11 c-hono                                       [eV]          14.7534         14.7579         13.2478         13.2520         13.4153         13.2772         13.5085         13.5260         13.5589         13.5391
W4-11 c-hooo                                       [eV]          11.5687         11.5749          9.9956         10.1925         10.3787         10.2186         10.3960         10.4139         10.3913         10.1077
W4-11 c-n2h2                                       [eV]          13.3703         13.3721         12.8953         12.2739         12.3117         12.2879         12.8765         12.8865         12.7805         12.6248
W4-11 c2                                           [eV]           6.2221          6.2220          5.1608          5.2206          5.2683          5.2271          4.9915          4.9960          5.1294          6.3755
W4-11 c2h2                                         [eV]          17.9632         17.9677         17.2686         17.3987         17.3971         17.4106         16.9641         16.9726         16.9859         17.5852
W4-11 c2h3f                                        [eV]          25.4865         25.5063         24.5197         24.8556         24.7940         24.8834         24.0587         24.0783         24.1216         24.8863
W4-11 c2h4                                         [eV]          24.7547         24.7670         24.3756         24.3768         24.3403         24.3957         23.8978         23.9113         23.8674         24.4615
W4-11 c2h5f                                        [eV]          31.6510         31.6893         30.9791         31.2589         31.1565         31.2953         30.3636         30.3897         30.3858         31.2873
W4-11 c2h6                                         [eV]          31.0493         31.0755         30.8811         30.8893         30.8117         30.9154         30.2867         30.3056         30.2183         30.9221
W4-11 cch                                          [eV]          11.9845         11.9864         11.3083         11.5029         11.5018         11.5121         11.0947         11.1011         11.1284         11.5419
W4-11 ccl2                                         [eV]           8.4234          8.4276          7.6166          7.7167          7.7378          7.7433          7.4969          7.5167          7.6207          7.6909
W4-11 cf                                           [eV]           6.1990          6.1992          5.4563          5.7335          5.7558          5.7406          5.3326          5.3372          5.4537          5.7553
W4-11 cf2                                          [eV]          11.8095         11.8108         10.4221         11.0225         11.0345         11.0412         10.2656         10.2780         10.4836         11.2218
W4-11 cf4                                          [eV]          21.4315         21.4432         18.9639         20.4402         20.4579         20.4916         18.7185         18.7542         19.1285         20.7610
W4-11 ch                                           [eV]           3.6747          3.6747          3.7350          3.5585          3.6188          3.5602          3.5522          3.5534          3.5630          3.6522
W4-11 ch2-sing                                     [eV]           7.7447          7.7449          7.8074          7.5987          7.5763          7.6025          7.5879          7.5906          7.5749          7.8687
W4-11 ch2-trip                                     [eV]           8.4347          8.4354          8.3350          8.5340          8.5406          8.5380          8.0871          8.0898          8.0981          8.2715
W4-11 ch2c                                         [eV]          15.9970         15.9994         15.5648         15.4925         15.4783         15.5048         15.3209         15.3297         15.3144         15.6082
W4-11 ch2ch                                        [eV]          19.8349         19.8423         19.4158         19.5310         19.4940         19.5465         19.0373         19.0484         19.0159         19.3439
W4-11 ch2f2                                        [eV]          19.3881         19.4025         18.2436         18.8457         18.7994         18.8715         17.8462         17.8638         18.0134         18.9791
W4-11 ch2nh                                        [eV]          19.5594         19.5657         19.1380         18.8780         18.8532         18.8942         18.8846         18.8962         18.8232         19.0560
W4-11 ch2nh2                                       [eV]          21.4993         21.5113         21.1009         21.0401         20.9924         21.0602         20.8178         20.8323         20.7078         20.9135
W4-11 ch3                                          [eV]          13.4367         13.4380         13.4158         13.5485         13.5079         13.5548         13.1155         13.1199         13.0917         13.3505
W4-11 ch3f                                         [eV]          18.5400         18.5505         17.9989         18.2648         18.2032         18.2811         17.6049         17.6161         17.6601         18.3412
W4-11 ch3nh                                        [eV]          21.1101         21.1207         21.0066         20.7571         20.6767         20.7770         20.6792         20.6935         20.5697         20.5819
W4-11 ch3nh2                                       [eV]          25.5904         25.6083         25.2927         25.1120         25.0558         25.1356         24.9459         24.9630         24.8247         25.2510
W4-11 ch4                                          [eV]          18.1962         18.1981         18.1510         18.1753         18.1462         18.1842         17.8072         17.8136         17.7653         18.2311
W4-11 cl2                                          [eV]           2.8561          2.8564          2.4886          2.4553          2.4774          2.4687          2.4742          2.4842          2.5062          2.5910
W4-11 cl2o                                         [eV]           5.1856          5.1899          4.4524          4.3593          4.3713          4.3882          4.6367          4.6579          4.6288          4.3996
W4-11 clcn                                         [eV]          13.2605         13.2674         12.3025         12.1602         12.1994         12.1798         12.2554         12.2698         12.3023         12.3782
W4-11 clf                                          [eV]           3.1282          3.1283          2.5610          2.6511          2.6386          2.6612          2.5403          2.5471          2.6029          2.7233
W4-11 clo                                          [eV]           3.5333          3.5334          3.0400          3.0049          3.0063          3.0159          3.1951          3.2026          3.1695          2.8381
W4-11 cloo                                         [eV]           6.8118          6.8183          5.4244          5.6182          5.7504          5.6414          5.6571          5.6735          5.7351          5.4806
W4-11 cn                                           [eV]           8.5137          8.5137          7.8568          7.6433          7.6644          7.6500          7.8293          7.8340          7.8557          7.8641
W4-11 co                                           [eV]          11.5069         11.5069         10.6932         10.8409         10.8974         10.8483         10.7880         10.7929         10.8802         11.2628
W4-11 co2                                          [eV]          17.7769         17.7791         16.0932         16.6424         16.7721         16.6598         16.1554         16.1672         16.3340         16.9181
W4-11 cs                                           [eV]           7.7867          7.7867          7.2134          7.2281          7.2669          7.2370          7.2133          7.2199          7.2809          7.4681
W4-11 cs2                                          [eV]          13.1082         13.1138         12.1325         12.3583         12.4414         12.3820         12.1066         12.1245         12.1958         12.1757
W4-11 dioxirane                                    [eV]          18.6844         18.6953         17.7669         17.6824         17.6828         17.7116         17.7675         17.7879         17.7249         17.7805
W4-11 ethanol                                      [eV]          35.5317         35.5782         34.8216         35.0656         34.9789         35.1074         34.3728         34.4030         34.3175         35.1787
W4-11 f2                                           [eV]           2.2454          2.2455          1.4953          1.5819          1.6440          1.5902          1.5165          1.5213          1.5826          1.6930
W4-11 f2co                                         [eV]          19.1031         19.1096         17.0108         17.9985         18.0475         18.0308         16.9296         16.9518         17.2092         18.2405
W4-11 f2o                                          [eV]           5.2624          5.2647          3.9477          4.0993          4.2278          4.1205          4.0869          4.1008          4.1631          4.0667
W4-11 fccf                                         [eV]          17.8169         17.8267         15.7698         16.5450         16.5220         16.5714         15.4997         15.5177         15.7474         16.7423
W4-11 fo2                                          [eV]           7.3952          7.3990          5.7374          5.9884          6.1861          6.0091          5.9732          5.9869          6.0799          5.8421
W4-11 foof                                         [eV]           8.7809          8.7901          6.6645          6.9510          7.1605          6.9861          6.9037          6.9277          7.0457          6.6073
W4-11 formic                                       [eV]          22.4714         22.4844         21.0601         21.5729         21.5971         21.5997         21.0689         21.0876         21.1552         21.7644
W4-11 glyoxal                                      [eV]          28.5384         28.5670         26.9840         27.2632         27.2811         27.3008         26.8397         26.8666         26.9153         27.5406
W4-11 h2                                           [eV]           4.5387          4.5387          4.5999          4.6673          4.6675          4.6677          4.5849          4.5851          4.6138          4.7481
W4-11 h2cn                                         [eV]          15.5539         15.5562         15.2718         15.0018         14.9532         15.0146         15.0807         15.0899         15.0195         14.9064
W4-11 h2co                                         [eV]          16.6251         16.6299         15.9121         16.0359         16.0448         16.0493         15.7671         15.7763         15.8039         16.2467
W4-11 h2o                                          [eV]          10.0942         10.0943          9.4822          9.8245          9.8774          9.8297          9.5538          9.5570          9.5441         10.1027
W4-11 h2s                                          [eV]           7.9018          7.9024          7.8813          7.8746          7.8686          7.8802          7.8357          7.8399          7.7905          7.9752
W4-11 hccf                                         [eV]          18.0140         18.0211         16.6315         17.1103         17.0972         17.1294         16.3500         16.3632         16.4864         17.2794
W4-11 hcl                                          [eV]           4.6163          4.6163          4.4367          4.5343          4.5424          4.5371          4.3734          4.3755          4.3850          4.6616
W4-11 hcn                                          [eV]          14.0875         14.0892         13.4771         13.2671         13.2788         13.2764         13.3789         13.3856         13.3723         13.5911
W4-11 hcnh                                         [eV]          15.3216         15.3249         14.7950         14.6342         14.6155         14.6473         14.6263         14.6356         14.5809         14.5811
W4-11 hcno                                         [eV]          17.2489         17.2557         15.5922         15.7400         15.8904         15.7612         15.5533         15.5683         15.6179         15.8266
W4-11 hco                                          [eV]          12.6834         12.6857         11.8826         12.0797         12.1074         12.0902         11.8462         11.8534         11.9023         12.1169
W4-11 hcof                                         [eV]          18.1836         18.1912         16.7782         17.3283         17.3470         17.3502         16.6479         16.6629         16.8047         17.5080
W4-11 hf                                           [eV]           6.0810          6.0810          5.4222          5.8560          5.9088          5.8581          5.3459          5.3468          5.4302          6.1421
W4-11 hnc                                          [eV]          13.4668         13.4682         12.8358         12.6894         12.6909         12.6991         12.7796         12.7865         12.7627         12.9313
W4-11 hnco                                         [eV]          19.9789         19.9866         18.5736         18.7656         18.8304         18.7860         18.5583         18.5727         18.6086         18.8520
W4-11 hnnn                                         [eV]          16.0669         16.0731         14.9463         14.3040         14.3866         14.3255         15.0375         15.0530         14.9637         14.3876
W4-11 hno                                          [eV]           9.5611          9.5621          8.7996          8.4909          8.5875          8.5024          8.9305          8.9384          8.9065          8.9282
W4-11 hocl                                         [eV]           7.5711          7.5729          6.9450          7.0345          7.0620          7.0489          7.0609          7.0710          7.0423          7.2084
W4-11 hocn                                         [eV]          18.6902         18.6983         17.3739         17.4788         17.5169         17.4993         17.4233         17.4379         17.4507         17.7821
W4-11 hof                                          [eV]           7.3967          7.3983          6.5674          6.7140          6.7817          6.7260          6.6673          6.6749          6.6700          6.8798
W4-11 honc                                         [eV]          16.2291         16.2384         14.9121         14.9057         15.0005         14.9274         15.0199         15.0352         15.0342         15.1839
W4-11 hoo                                          [eV]           8.3587          8.3597          7.5022          7.6259          7.6979          7.6385          7.7545          7.7628          7.7167          7.6118
W4-11 hooh                                         [eV]          12.1322         12.1365         11.1951         11.4018         11.4859         11.4178         11.4241         11.4348         11.3606         11.6688
W4-11 hs                                           [eV]           3.8243          3.8243          3.8547          3.8467          3.8463          3.8492          3.8760          3.8780          3.8287          3.8044
W4-11 ketene                                       [eV]          24.0534         24.0661         22.7688         23.1219         23.1588         23.1451         22.5501         22.5665         22.6257         23.1331
W4-11 methanol                                     [eV]          22.4752         22.4896         21.8891         22.1198         22.0788         22.1405         21.6616         21.6761         21.6376         22.2675
